11176.3,5.00811e-06
11374.3,3.17864e-07
11519.5,1.77396e-06
11459.2,4.36891e-08
4109.39,1.84299e-06
4522.27,3.44682e-06
4910.25,3.16152e-06
4292.14,1.18728e-06
4465.56,5.26029e-07
4804.84,3.88918e-06
5101.01,1.3073e-06
5321.58,1.81253e-06
5555.29,1.12584e-06
5705.94,1.14267e-06
5634.81,1.65587e-06
5574.17,1.85317e-06
5540.93,3.12484e-07
5400.33,4.52108e-06
5219.24,3.88112e-06
5023.9,3.60719e-06
4862.17,4.11436e-06
4675.42,2.09452e-06
4480.61,2.04472e-07
4323.75,3.07971e-08
4519.18,7.32339e-06
5087.39,1.02467e-06
5870.52,1.22528e-07
6815.35,1.47906e-07
7769.24,1.90947e-06
7598.66,2.09258e-06
3666.56,1.36067e-06
3538.39,2.62401e-06
3512.7,2.52662e-07
3491.53,2.15964e-06
3465.49,2.34464e-06
3454.68,2.07526e-07
3429.47,2.90208e-06
3483.61,2.53079e-06
3489.49,2.92282e-06
3541.85,2.12904e-06
3546.71,2.85825e-06
3573.7,1.25343e-06
3591.54,1.05873e-06
3595.93,7.86675e-08
3591.82,3.30473e-06
3591.7,1.67995e-06
3564.45,1.43598e-07
3503.85,2.28527e-06
3506.93,3.8202e-07
3531.64,6.98294e-06
3521.49,1.58727e-06
3484.1,1.9776e-06
3439.07,3.84048e-06
3425.87,4.09077e-06
3391.62,2.10578e-06
3309.65,9.90102e-06
3203.01,7.7653e-07
3069.42,1.6932e-06
2946.64,2.02111e-06
2802.56,1.21272e-06
2663.54,6.34717e-06
2466.37,1.83988e-07
2299.83,9.83497e-07
2310.47,2.02097e-06
2513.1,3.84617e-06
2578.7,3.32505e-06
2812.31,3.09558e-07
3118.94,3.64862e-06
2616.42,7.53448e-06
2604.51,8.54616e-07
2659.03,7.07072e-06
2553.99,7.24058e-06
2519.36,6.08212e-06
2765.07,3.4214e-06
2886.22,1.06019e-06
3078.11,2.23269e-07
3541.34,7.55169e-07
4273.88,1.51023e-06
5128.28,2.20911e-06
6059.56,2.18701e-06
6992.61,1.78956e-07
7846.46,1.67962e-06
8561.84,1.57196e-07
9180.5,1.9552e-06
9867.13,2.59689e-07
10599.8,6.18902e-07
10954.6,1.08088e-06
10927.6,1.6964e-07
10647.3,2.3001e-07
10337.4,2.90375e-08
10018.3,3.29463e-06
9605.37,3.35248e-06
9277.54,2.9398e-07
9441.85,2.33539e-06
9769.89,1.81223e-07
9976.84,1.34421e-07
10325.9,9.00326e-07
10899.1,4.10717e-08
11667.1,1.60878e-06
11493.9,4.48819e-07
12342.7,1.30195e-07
11824.7,2.61927e-06
12458.3,1.76976e-07
13049.9,9.29945e-07
13337.8,1.46314e-07
853.175,2.01195e-06
875.953,3.64457e-06
953.675,4.81336e-07
1029.51,5.16832e-07
1079.72,5.57141e-06
1163.77,5.72834e-06
1105.92,3.14473e-07
1129.34,3.5551e-07
1153.26,4.34835e-06
1157.1,4.4556e-07
1149.57,3.73637e-06
1180.76,4.01905e-07
1168.35,3.70343e-07
1143.79,2.48508e-06
1131.21,2.58053e-07
1118.79,2.06723e-06
1159.97,8.96401e-07
1190.32,2.44829e-06
1135.04,1.44e-06
1132.7,1.2454e-06
1102.4,8.62268e-07
1143.99,8.09236e-06
1197.39,6.49078e-06
1201.8,1.84814e-06
1205.78,1.4247e-07
1150.92,2.61498e-06
1124.79,2.15967e-06
1098.82,8.33569e-07
1240.91,2.72462e-06
1402.84,3.44819e-06
1425.28,2.31397e-06
1477.9,4.79178e-06
1532.78,9.18648e-07
1590.67,4.30333e-06
1686.05,1.20777e-06
1365.63,1.93225e-06
1287.16,1.49282e-06
1287.76,1.74209e-07
1308.38,2.15151e-06
1340.34,2.88028e-06
1354.52,3.00434e-06
1384.87,3.22743e-06
1410.62,2.99579e-06
1387.36,2.74405e-06
1370.26,2.33945e-06
1369.93,1.83147e-06
1379.14,2.45905e-06
1391.03,1.9907e-06
1408.01,1.70289e-06
1436.37,1.35155e-06
1459.48,1.34387e-06
1473.55,1.3021e-06
1520.44,1.06783e-06
1585.39,4.96269e-06
1725.57,1.71178e-06
1646.93,4.22331e-06
1488.13,2.3355e-07
1467.38,2.87411e-07
1447.2,3.02109e-07
1409.95,2.89118e-06
1384.46,3.08003e-06
1356.52,3.09352e-07
1325.53,2.77317e-06
1281.17,2.51384e-07
1229.09,2.64006e-06
1196.43,2.38183e-06
1163.8,2.21373e-06
1121.38,2.2604e-07
1079.33,2.32774e-06
