initial_deg,converged,converged_true,final_omega2_deg,error_deg,frob_err,final_E,iters
-27.9,True,False,-27.936764835604684,2.0632351643953157,0.05092394,1077.3489948009,16
-27.8,True,False,-27.813242095503792,2.1867579044962078,0.05397209,1098.7537450591,14
-27.7,True,False,-27.700000103812418,2.2999998961875825,0.05676663,1120.2742591362,10
-27.6,True,False,-27.635488052657962,2.364511947342038,0.05835906,1124.1893217064,18
-27.5,True,False,-27.518804191812,2.4811958081880015,0.06123819,1142.164122976,14
-27.4,True,False,-27.399999628413717,2.600000371586283,0.06416974,1159.1968202026,10
-27.3,True,False,-27.34098173134614,2.6590182686538597,0.06562718,1159.4426020968,20
-27.2,True,False,-27.22359300581793,2.7764069941820715,0.06852321,1173.8946866245,16
-27.1,True,False,-27.107317104092857,2.892682895907143,0.07139192,1189.0369961964,12
-27.0,True,False,-27.041991147252723,2.9580088527472768,0.07300573,1186.963461941,22
-26.9,True,False,-26.929110870678894,3.070889129321106,0.07578979,1200.696553282,18
-26.8,True,False,-26.811045779627058,3.188954220372942,0.07870216,1215.8812430614,14
-26.7,True,False,-26.745024972225497,3.2549750277745026,0.08033274,1214.9789342348,22
-26.6,True,False,-26.630601876042153,3.369398123957847,0.0831548,1229.3688687941,18
-26.5,True,False,-26.51392879697382,3.4860712030261816,0.08603273,1244.3578986783,14
-26.4,True,False,-26.400000047929147,3.5999999520708528,0.08884331,1259.0614350138,10
-26.3,True,False,-26.330244637313008,3.669755362686992,0.09056452,1257.0962286358,20
-26.2,True,False,-26.210617134442103,3.789382865557897,0.09351539,1269.6072710686,13
-26.1,True,False,-26.099999900552913,3.9000000994470874,0.09624415,1280.5245431961,9
-26.0,True,False,-26.03215564603039,3.9678443539696104,0.09791779,1281.6201305496,59
-25.9,True,False,-25.91530031235595,4.084699687644051,0.1008003,1288.9801886828,41
-25.8,True,False,-25.8003016832251,4.199698316774899,0.10363689,1297.8130310343,43
-25.7,True,False,-25.737498678274637,4.262501321725363,0.1051862,1296.9345623164,25
-25.6,True,False,-25.620712478446865,4.379287521553135,0.10806658,1307.4189686012,18
-25.5,True,False,-25.504397503948635,4.495602496051365,0.11093535,1318.39547848,54
-25.4,True,False,-25.44078953136528,4.559210468634721,0.11250455,1318.1954338862,28
-25.3,True,False,-25.324455550202547,4.675544449797453,0.11537359,1327.4147006245,22
-25.2,True,False,-25.21058672423484,4.78941327576516,0.11818151,1338.199933578,32
-25.1,True,False,-25.0999998335206,4.900000166479401,0.12090856,1351.5843455697,10
-25.0,True,False,-25.029263011130517,4.970736988869483,0.12265343,1347.7151139166,22
